route,origin,destination,count,count_cancelled,count_diverted,TOTAL_CARRIER_DELAY,TOTAL_ARR_DELAY,TOTAL_LATE_AIRCRAFT_DELAY,TOTAL_NAS_DELAY,TOTAL_SECURITY_DELAY,TOTAL_WEATHER_DELAY,TOTAL_AVG_CARRIER_DELAY,TOTAL_AVG_ARR_DELAY,TOTAL_AVG_LATE_AIRCRAFT_DELAY,TOTAL_AVG_NAS_DELAY,TOTAL_AVG_SECURITY_DELAY,TOTAL_AVG_WEATHER_DELAY,AA_count,AS_count,B6_count,DL_count,EV_count,F9_count,MQ_count,OO_count,UA_count,US_count,VX_count,WN_count,AA_cancelled,AS_cancelled,B6_cancelled,DL_cancelled,EV_cancelled,F9_cancelled,MQ_cancelled,OO_cancelled,UA_cancelled,US_cancelled,VX_cancelled,WN_cancelled,AA_CARRIER_DELAY,AS_CARRIER_DELAY,B6_CARRIER_DELAY,DL_CARRIER_DELAY,EV_CARRIER_DELAY,F9_CARRIER_DELAY,MQ_CARRIER_DELAY,OO_CARRIER_DELAY,UA_CARRIER_DELAY,US_CARRIER_DELAY,VX_CARRIER_DELAY,WN_CARRIER_DELAY,AA_ARR_DELAY,AS_ARR_DELAY,B6_ARR_DELAY,DL_ARR_DELAY,EV_ARR_DELAY,F9_ARR_DELAY,MQ_ARR_DELAY,OO_ARR_DELAY,UA_ARR_DELAY,US_ARR_DELAY,VX_ARR_DELAY,WN_ARR_DELAY,AA_LATE_AIRCRAFT_DELAY,AS_LATE_AIRCRAFT_DELAY,B6_LATE_AIRCRAFT_DELAY,DL_LATE_AIRCRAFT_DELAY,EV_LATE_AIRCRAFT_DELAY,F9_LATE_AIRCRAFT_DELAY,MQ_LATE_AIRCRAFT_DELAY,OO_LATE_AIRCRAFT_DELAY,UA_LATE_AIRCRAFT_DELAY,US_LATE_AIRCRAFT_DELAY,VX_LATE_AIRCRAFT_DELAY,WN_LATE_AIRCRAFT_DELAY,AA_NAS_DELAY,AS_NAS_DELAY,B6_NAS_DELAY,DL_NAS_DELAY,EV_NAS_DELAY,F9_NAS_DELAY,MQ_NAS_DELAY,OO_NAS_DELAY,UA_NAS_DELAY,US_NAS_DELAY,VX_NAS_DELAY,WN_NAS_DELAY,AA_SECURITY_DELAY,AS_SECURITY_DELAY,B6_SECURITY_DELAY,DL_SECURITY_DELAY,EV_SECURITY_DELAY,F9_SECURITY_DELAY,MQ_SECURITY_DELAY,OO_SECURITY_DELAY,UA_SECURITY_DELAY,US_SECURITY_DELAY,VX_SECURITY_DELAY,WN_SECURITY_DELAY,AA_WEATHER_DELAY,AS_WEATHER_DELAY,B6_WEATHER_DELAY,DL_WEATHER_DELAY,EV_WEATHER_DELAY,F9_WEATHER_DELAY,MQ_WEATHER_DELAY,OO_WEATHER_DELAY,UA_WEATHER_DELAY,US_WEATHER_DELAY,VX_WEATHER_DELAY,WN_WEATHER_DELAY
LAS-DCA,LAS,DCA,31,0,0,31,3,3,3,3,0,0,-3.612903226,0,35.66666667,0,0,,,,,,,,,,31,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,-3.612903226,,,,,,,,,,,,0,,,,,,,,,,,,35.66666667,,,,,,,,,,,,0,,,,,,,,,,,,0,,
LAS-IAD,LAS,IAD,117,1,0,116,29,29,29,29,0,20.79310345,6.75862069,21.55172414,12.03448276,0,0,,,,,,29,,,57,,,31,,,,,,0,,,0,,,1,,,,,,15.89473684,,,33.66666667,,,24.75,,,,,,40.34482759,,,-6.719298246,,,-0.1,,,,,,27.36842105,,,13.5,,,6,,,,,,16.89473684,,,1.5,,,4.75,,,,,,0,,,0,,,0,,,,,,0,,,0,,,0
LAX-DCA,LAX,DCA,93,0,0,93,18,18,18,18,0,3.166666667,1.279569892,4.611111111,20.61111111,0,0,62,31,,,,,,,,,,,0,0,,,,,,,,,,,3.75,2.7,,,,,,,,,,,-0.5,4.838709677,,,,,,,,,,,1.25,7.3,,,,,,,,,,,20.875,20.4,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,
LAX-IAD,LAX,IAD,295,2,2,291,62,62,62,62,133,19.24193548,6.549828179,17.03225806,9.935483871,0.209677419,2.14516129,58,,,,,,,,182,,55,,0,,,,,,,,2,,0,,27,,,,,,,,20.32432432,,5.727272727,,11.01724138,,,,,,,,6.505617978,,1.981818182,,10.78571429,,,,,,,,23.83783784,,2.090909091,,16.85714286,,,,,,,,8.837837838,,4.818181818,,0.928571429,,,,,,,,0,,0,,0,,,,,,,,0,,12.09090909,
LGA-CHO,LGA,CHO,54,6,1,47,20,20,20,20,0,14.15,22.27659574,47.9,3.25,0,0,,,,,23,,31,,,,,,,,,,2,,4,,,,,,,,,,9.769230769,,22.28571429,,,,,,,,,,42.42857143,,6,,,,,,,,,,63.15384615,,19.57142857,,,,,,,,,,0.615384615,,8.142857143,,,,,,,,,,0,,0,,,,,,,,,,0,,0,,,,,
LGA-DCA,LGA,DCA,373,51,0,322,84,84,84,84,153,5.464285714,8.01242236,29.76190476,14.47619048,0,1.821428571,,,,,,,,,,373,,,,,,,,,,,,51,,,,,,,,,,,,5.464285714,,,,,,,,,,,,8.01242236,,,,,,,,,,,,29.76190476,,,,,,,,,,,,14.47619048,,,,,,,,,,,,0,,,,,,,,,,,,1.821428571,,
LGA-IAD,LGA,IAD,103,14,0,89,35,35,35,35,8,7.485714286,19.59550562,38.48571429,20.25714286,0,0.228571429,,,,,103,,,,,,,,,,,,14,,,,,,,,,,,,7.485714286,,,,,,,,,,,,19.59550562,,,,,,,,,,,,38.48571429,,,,,,,,,,,,20.25714286,,,,,,,,,,,,0,,,,,,,,,,,,0.228571429,,,,,,,
LGA-ORF,LGA,ORF,70,13,0,57,16,16,16,16,0,9.8125,12.24561404,37.6875,12.25,0,0,,,,,20,,50,,,,,,,,,,3,,10,,,,,,,,,,15.25,,8,,,,,,,,,,16,,10.65,,,,,,,,,,38.25,,37.5,,,,,,,,,,28.25,,6.916666667,,,,,,,,,,0,,0,,,,,,,,,,0,,0,,,,,
LGA-RIC,LGA,RIC,75,17,0,58,23,23,23,23,0,24.47826087,20.63793103,36,6.217391304,0,0,,,,,75,,,,,,,,,,,,17,,,,,,,,,,,,24.47826087,,,,,,,,,,,,20.63793103,,,,,,,,,,,,36,,,,,,,,,,,,6.217391304,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
MCI-DCA,MCI,DCA,31,1,0,30,3,3,3,3,0,64.33333333,-2.7,0,5.666666667,0,0,,,,,,,,,,,,31,,,,,,,,,,,,1,,,,,,,,,,,,64.33333333,,,,,,,,,,,,-2.7,,,,,,,,,,,,0,,,,,,,,,,,,5.666666667,,,,,,,,,,,,0,,,,,,,,,,,,0
MCI-IAD,MCI,IAD,5,0,0,5,1,1,1,1,0,6,-16.8,0,11,0,0,,,,,5,,,,,,,,,,,,0,,,,,,,,,,,,6,,,,,,,,,,,,-16.8,,,,,,,,,,,,0,,,,,,,,,,,,11,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
MCO-DCA,MCO,DCA,304,5,0,299,56,56,56,56,306,20.05357143,6.638795987,28.19642857,14.91071429,0.339285714,5.464285714,,,124,,,,,,,180,,,,,5,,,,,,,0,,,,,29.37037037,,,,,,,11.37931034,,,,,10.92436975,,,,,,,3.805555556,,,,,20.03703704,,,,,,,35.79310345,,,,,16.7037037,,,,,,,13.24137931,,,,,0,,,,,,,0.655172414,,,,,10.62962963,,,,,,,0.655172414,,
MCO-IAD,MCO,IAD,163,0,1,162,47,47,47,47,13,11.34042553,14.17283951,34.06382979,13.27659574,0,0.276595745,,,,,,40,,,123,,,,,,,,,0,,,0,,,,,,,,,7.818181818,,,14.44,,,,,,,,,29.525,,,9.139344262,,,,,,,,,29.72727273,,,37.88,,,,,,,,,18.09090909,,,9.04,,,,,,,,,0,,,0,,,,,,,,,0,,,0.52,,,
MCO-ORF,MCO,ORF,31,0,0,31,9,9,9,9,0,21.66666667,15.90322581,27.33333333,3,0,0,,,,,,,,,,,,31,,,,,,,,,,,,0,,,,,,,,,,,,21.66666667,,,,,,,,,,,,15.90322581,,,,,,,,,,,,27.33333333,,,,,,,,,,,,3,,,,,,,,,,,,0,,,,,,,,,,,,0
MCO-RIC,MCO,RIC,67,1,0,66,14,14,14,14,0,10,7.924242424,37.07142857,4.428571429,0,0,,,31,,5,,,,,,,31,,,0,,1,,,,,,,0,,,18,,0,,,,,,,7.555555556,,,3.225806452,,21.5,,,,,,,10.87096774,,,18,,116,,,,,,,36.77777778,,,13.25,,0,,,,,,,1,,,0,,0,,,,,,,0,,,0,,0,,,,,,,0
MDW-DCA,MDW,DCA,267,29,0,238,41,41,41,41,135,15.75609756,1.134453782,22.34146341,9.219512195,0,3.292682927,,,,,,,,,,,,267,,,,,,,,,,,,29,,,,,,,,,,,,15.75609756,,,,,,,,,,,,1.134453782,,,,,,,,,,,,22.34146341,,,,,,,,,,,,9.219512195,,,,,,,,,,,,0,,,,,,,,,,,,3.292682927
MDW-IAD,MDW,IAD,62,3,0,59,9,9,9,9,0,20.55555556,1.762711864,20.33333333,9.666666667,0,0,,,,,,,,,,,,62,,,,,,,,,,,,3,,,,,,,,,,,,20.55555556,,,,,,,,,,,,1.762711864,,,,,,,,,,,,20.33333333,,,,,,,,,,,,9.666666667,,,,,,,,,,,,0,,,,,,,,,,,,0
MDW-ORF,MDW,ORF,31,0,0,31,8,8,8,8,33,29.75,16.25806452,24.375,9.75,0,4.125,,,,,,,,,,,,31,,,,,,,,,,,,0,,,,,,,,,,,,29.75,,,,,,,,,,,,16.25806452,,,,,,,,,,,,24.375,,,,,,,,,,,,9.75,,,,,,,,,,,,0,,,,,,,,,,,,4.125
MEM-IAD,MEM,IAD,3,0,0,3,,,,,,,-9,,,,,,,,,,3,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIA-DCA,MIA,DCA,284,3,0,281,58,58,58,58,20,25.93103448,5.960854093,17.24137931,6.637931034,0,0.344827586,279,,,,,,,,,5,,,3,,,,,,,,,0,,,26.38596491,,,,,,,,,0,,,6.166666667,,,,,,,,,-5.4,,,17.54385965,,,,,,,,,0,,,6.140350877,,,,,,,,,35,,,0,,,,,,,,,0,,,0.350877193,,,,,,,,,0,,
MIA-IAD,MIA,IAD,72,0,1,71,30,30,30,30,0,21.86666667,23.46478873,27.66666667,12.83333333,0,0,62,,,,,10,,,,,,,0,,,,,0,,,,,,,24.84615385,,,,,2.5,,,,,,,25.08196721,,,,,13.6,,,,,,,31.42307692,,,,,3.25,,,,,,,9.730769231,,,,,33,,,,,,,0,,,,,0,,,,,,,0,,,,,0,,,,,,
MIA-ORF,MIA,ORF,61,0,0,61,6,6,6,6,0,15.16666667,2.918032787,15.83333333,13,0,0,,,,,,,61,,,,,,,,,,,,0,,,,,,,,,,,,15.16666667,,,,,,,,,,,,2.918032787,,,,,,,,,,,,15.83333333,,,,,,,,,,,,13,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,
MIA-RIC,MIA,RIC,5,0,0,5,3,3,3,3,0,6.333333333,16,13,5.333333333,0,0,,,,,,,5,,,,,,,,,,,,0,,,,,,,,,,,,6.333333333,,,,,,,,,,,,16,,,,,,,,,,,,13,,,,,,,,,,,,5.333333333,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,
MKE-DCA,MKE,DCA,90,6,0,84,14,14,14,14,84,4.214285714,-5.726190476,25.92857143,7.071428571,0,6,,,,,,,,,,,,90,,,,,,,,,,,,6,,,,,,,,,,,,4.214285714,,,,,,,,,,,,-5.726190476,,,,,,,,,,,,25.92857143,,,,,,,,,,,,7.071428571,,,,,,,,,,,,0,,,,,,,,,,,,6
MSP-DCA,MSP,DCA,143,1,0,142,14,14,14,14,75,15,-5.85915493,3.857142857,25.64285714,0,5.357142857,,,,143,,,,,,,,,,,,1,,,,,,,,,,,,15,,,,,,,,,,,,-5.85915493,,,,,,,,,,,,3.857142857,,,,,,,,,,,,25.64285714,,,,,,,,,,,,0,,,,,,,,,,,,5.357142857,,,,,,,,
MSP-IAD,MSP,IAD,36,2,0,34,8,8,8,8,10,9.875,7.411764706,23.625,19.625,0,1.25,,,,,33,3,,,,,,,,,,,2,0,,,,,,,,,,,10.71428571,4,,,,,,,,,,,7.35483871,8,,,,,,,,,,,27,0,,,,,,,,,,,19.42857143,21,,,,,,,,,,,0,0,,,,,,,,,,,1.428571429,0,,,,,,
MSP-RIC,MSP,RIC,27,1,0,26,11,11,11,11,0,7,19.07692308,32.09090909,7.363636364,0,0,,,,,27,,,,,,,,,,,,1,,,,,,,,,,,,7,,,,,,,,,,,,19.07692308,,,,,,,,,,,,32.09090909,,,,,,,,,,,,7.363636364,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
MSY-DCA,MSY,DCA,66,5,1,60,8,8,8,8,0,5.25,-4.466666667,27,2.875,0,0,,,,,,,,,,4,,62,,,,,,,,,,0,,5,,,,,,,,,,,,5.25,,,,,,,,,,-1,,-4.714285714,,,,,,,,,,,,27,,,,,,,,,,,,2.875,,,,,,,,,,,,0,,,,,,,,,,,,0
OKC-IAD,OKC,IAD,5,0,0,5,1,1,1,1,0,0,10.6,81,0,0,0,,,,,5,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,10.6,,,,,,,,,,,,81,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
ORD-CHO,ORD,CHO,62,7,0,55,35,35,35,35,696,18.74285714,45.27272727,17.37142857,15.57142857,0.342857143,19.88571429,,,,,,,,62,,,,,,,,,,,,7,,,,,,,,,,,,18.74285714,,,,,,,,,,,,45.27272727,,,,,,,,,,,,17.37142857,,,,,,,,,,,,15.57142857,,,,,,,,,,,,0.342857143,,,,,,,,,,,,19.88571429,,,,
ORD-DCA,ORD,DCA,467,18,1,448,124,124,124,124,1459,19.80645161,13.44419643,22.5483871,10.94354839,0,11.76612903,267,,,,,,,106,94,,,,10,,,,,,,5,3,,,,17.24137931,,,,,,,24.2826087,16.95,,,,7.18359375,,,,,,,29.10891089,13.67032967,,,,15.9137931,,,,,,,25.45652174,35.1,,,,8.120689655,,,,,,,12.2173913,16.2,,,,0,,,,,,,0,0,,,,11.20689655,,,,,,,4.739130435,29.55,,,
ORD-IAD,ORD,IAD,158,4,0,154,50,50,50,50,708,26.68,19.76623377,22.44,13.04,0,14.16,,,,,22,19,,,117,,,,,,,,1,0,,,3,,,,,,,,15.4,39,,,25.89655172,,,,,,,,18.14285714,49.26315789,,,15.14912281,,,,,,,,15.1,16.36363636,,,27.27586207,,,,,,,,7.7,39.45454545,,,4.862068966,,,,,,,,0,0,,,0,,,,,,,,6.7,0,,,22.10344828,,,
ORD-ORF,ORD,ORF,72,3,0,69,25,25,25,25,253,13.2,15.1884058,13.28,11.64,0,10.12,,,,,45,,,27,,,,,,,,,0,,,3,,,,,,,,,8.785714286,,,18.81818182,,,,,,,,,12.86666667,,,19.54166667,,,,,,,,,4,,,25.09090909,,,,,,,,,16.5,,,5.454545455,,,,,,,,,0,,,0,,,,,,,,,15.92857143,,,2.727272727,,,,
ORD-RIC,ORD,RIC,168,15,1,152,50,50,50,50,757,11.48,21.07894737,38.68,13.44,0,15.14,,,,,58,,82,,28,,,,,,,,2,,13,,0,,,,,,,,5.875,,12.45833333,,18.1,,,,,,,,21.23214286,,15.41176471,,34.53571429,,,,,,,,65.375,,15.20833333,,52.3,,,,,,,,11.9375,,17.29166667,,6.6,,,,,,,,0,,0,,0,,,,,,,,10.0625,,14.66666667,,24.4,,,
ORD-ROA,ORD,ROA,20,1,0,19,7,7,7,7,0,27.14285714,18.78947368,19.42857143,13.28571429,0,0,,,,,20,,,,,,,,,,,,1,,,,,,,,,,,,27.14285714,,,,,,,,,,,,18.78947368,,,,,,,,,,,,19.42857143,,,,,,,,,,,,13.28571429,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
ORF-ATL,ORF,ATL,191,0,0,191,11,11,11,11,0,18.63636364,-7.345549738,19.54545455,27.54545455,0,0,,,,187,4,,,,,,,,,,,0,0,,,,,,,,,,,20.5,0,,,,,,,,,,,-7.839572193,15.75,,,,,,,,,,,13,85,,,,,,,,,,,30.3,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,
ORF-BWI,ORF,BWI,89,1,0,88,19,19,19,19,0,14.15789474,5.556818182,32.57894737,6.210526316,0,0,,,,,,,,,,,,89,,,,,,,,,,,,1,,,,,,,,,,,,14.15789474,,,,,,,,,,,,5.556818182,,,,,,,,,,,,32.57894737,,,,,,,,,,,,6.210526316,,,,,,,,,,,,0,,,,,,,,,,,,0
ORF-CLT,ORF,CLT,80,0,0,80,11,11,11,11,2,7.181818182,-0.75,0.727272727,18.72727273,0,0.181818182,,,,,,,,,,80,,,,,,,,,,,,0,,,,,,,,,,,,7.181818182,,,,,,,,,,,,-0.75,,,,,,,,,,,,0.727272727,,,,,,,,,,,,18.72727273,,,,,,,,,,,,0,,,,,,,,,,,,0.181818182,,
ORF-DFW,ORF,DFW,57,0,0,57,11,11,11,11,0,13.18181818,-1.157894737,8.909090909,11,0,0,57,,,,,,,,,,,,0,,,,,,,,,,,,13.18181818,,,,,,,,,,,,-1.157894737,,,,,,,,,,,,8.909090909,,,,,,,,,,,,11,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,
ORF-DTW,ORF,DTW,37,0,0,37,4,4,4,4,0,64.5,4.108108108,71.75,6.75,0,0,,,,2,35,,,,,,,,,,,0,0,,,,,,,,,,,,64.5,,,,,,,,,,,-26,5.828571429,,,,,,,,,,,,71.75,,,,,,,,,,,,6.75,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
ORF-EWR,ORF,EWR,51,7,0,44,6,6,6,6,0,37.83333333,6.090909091,64.66666667,0.833333333,0,0,,,,,51,,,,,,,,,,,,7,,,,,,,,,,,,37.83333333,,,,,,,,,,,,6.090909091,,,,,,,,,,,,64.66666667,,,,,,,,,,,,0.833333333,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
ORF-IAD,ORF,IAD,41,0,0,41,6,6,6,6,0,0.5,1,32.66666667,16.66666667,0,0,,,,,41,,,,,,,,,,,,0,,,,,,,,,,,,0.5,,,,,,,,,,,,1,,,,,,,,,,,,32.66666667,,,,,,,,,,,,16.66666667,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
ORF-IAH,ORF,IAH,27,0,0,27,7,7,7,7,0,3.857142857,-2.296296296,17.57142857,7.428571429,0,0,,,,,5,,,22,,,,,,,,,0,,,0,,,,,,,,,0,,,4.5,,,,,,,,,5,,,-3.954545455,,,,,,,,,24,,,16.5,,,,,,,,,0,,,8.666666667,,,,,,,,,0,,,0,,,,,,,,,0,,,0,,,,
ORF-JFK,ORF,JFK,31,3,0,28,5,5,5,5,40,0,-7.642857143,0,40.4,0,8,,,,,,,31,,,,,,,,,,,,3,,,,,,,,,,,,0,,,,,,,,,,,,-7.642857143,,,,,,,,,,,,0,,,,,,,,,,,,40.4,,,,,,,,,,,,0,,,,,,,,,,,,8,,,,,
ORF-LGA,ORF,LGA,50,11,0,39,21,21,21,21,0,0.523809524,28.61538462,26.33333333,29.0952381,0,0,,,,,,,50,,,,,,,,,,,,11,,,,,,,,,,,,0.523809524,,,,,,,,,,,,28.61538462,,,,,,,,,,,,26.33333333,,,,,,,,,,,,29.0952381,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,
ORF-MCO,ORF,MCO,31,0,0,31,5,5,5,5,0,8.8,4.903225806,67.2,4.4,0,0,,,,,,,,,,,,31,,,,,,,,,,,,0,,,,,,,,,,,,8.8,,,,,,,,,,,,4.903225806,,,,,,,,,,,,67.2,,,,,,,,,,,,4.4,,,,,,,,,,,,0,,,,,,,,,,,,0
ORF-MDW,ORF,MDW,32,0,1,31,11,11,11,11,67,21.72727273,14.80645161,22,1.727272727,0,6.090909091,,,,,,,,,,,,32,,,,,,,,,,,,0,,,,,,,,,,,,21.72727273,,,,,,,,,,,,14.80645161,,,,,,,,,,,,22,,,,,,,,,,,,1.727272727,,,,,,,,,,,,0,,,,,,,,,,,,6.090909091
ORF-MIA,ORF,MIA,61,2,0,59,11,11,11,11,0,9.454545455,-1.576271186,37.54545455,7.727272727,0,0,,,,,,,61,,,,,,,,,,,,2,,,,,,,,,,,,9.454545455,,,,,,,,,,,,-1.576271186,,,,,,,,,,,,37.54545455,,,,,,,,,,,,7.727272727,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,
ORF-ORD,ORF,ORD,77,4,0,73,21,21,21,21,0,31.19047619,13.54794521,10.23809524,19.0952381,0,0,,,,,49,,,28,,,,,,,,,1,,,3,,,,,,,,,21.6875,,,61.6,,,,,,,,,16.3125,,,8.24,,,,,,,,,11.625,,,5.8,,,,,,,,,19.9375,,,16.4,,,,,,,,,0,,,0,,,,,,,,,0,,,0,,,,
PBI-DCA,PBI,DCA,100,2,1,97,15,15,15,15,0,11.13333333,4.711340206,38.46666667,7.266666667,3.2,0,,,35,,,,,,,65,,,,,1,,,,,,,1,,,,,9.428571429,,,,,,,12.625,,,,,11.02941176,,,,,,,1.301587302,,,,,52.85714286,,,,,,,25.875,,,,,1.285714286,,,,,,,12.5,,,,,4.285714286,,,,,,,2.25,,,,,0,,,,,,,0,,
PBI-IAD,PBI,IAD,17,0,0,17,6,6,6,6,0,15,21.70588235,38.83333333,9.833333333,0,0,,,,,,17,,,,,,,,,,,,0,,,,,,,,,,,,15,,,,,,,,,,,,21.70588235,,,,,,,,,,,,38.83333333,,,,,,,,,,,,9.833333333,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,
PDX-DCA,PDX,DCA,31,0,0,31,2,2,2,2,0,11,-11.25806452,0,11,0,0,,31,,,,,,,,,,,,0,,,,,,,,,,,,11,,,,,,,,,,,,-11.25806452,,,,,,,,,,,,0,,,,,,,,,,,,11,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,
PDX-IAD,PDX,IAD,5,0,0,5,,,,,,,-17.6,,,,,,,,,,,,,5,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,-17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHF-ATL,PHF,ATL,137,1,0,136,32,32,32,32,0,15.5625,7.404411765,14.4375,16.21875,0,0,,,,,137,,,,,,,,,,,,1,,,,,,,,,,,,15.5625,,,,,,,,,,,,7.404411765,,,,,,,,,,,,14.4375,,,,,,,,,,,,16.21875,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
PHF-DEN,PHF,DEN,3,0,1,2,1,1,1,1,0,23,19.5,8,8,0,0,,,,,,3,,,,,,,,,,,,0,,,,,,,,,,,,23,,,,,,,,,,,,19.5,,,,,,,,,,,,8,,,,,,,,,,,,8,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,
PHL-DCA,PHL,DCA,33,1,0,32,15,15,15,15,42,10.53333333,19.875,28.2,9,0,2.8,,,,,,,,,,33,,,,,,,,,,,,1,,,,,,,,,,,,10.53333333,,,,,,,,,,,,19.875,,,,,,,,,,,,28.2,,,,,,,,,,,,9,,,,,,,,,,,,0,,,,,,,,,,,,2.8,,
PHX-DCA,PHX,DCA,89,0,0,89,27,27,27,27,0,16.7037037,9.887640449,13.77777778,15.14814815,0.185185185,0,,,,,,,,,,89,,,,,,,,,,,,0,,,,,,,,,,,,16.7037037,,,,,,,,,,,,9.887640449,,,,,,,,,,,,13.77777778,,,,,,,,,,,,15.14814815,,,,,,,,,,,,0.185185185,,,,,,,,,,,,0,,
PHX-IAD,PHX,IAD,31,0,0,31,1,1,1,1,20,0,-14.09677419,0,0,0,20,,,,,,,,,31,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,-14.09677419,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,20,,,
PIT-DCA,PIT,DCA,1,0,0,1,1,1,1,1,0,0,15,0,15,0,0,,,,,,,,,,1,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,15,,,,,,,,,,,,0,,,,,,,,,,,,15,,,,,,,,,,,,0,,,,,,,,,,,,0,,
PIT-IAD,PIT,IAD,112,6,0,106,23,23,23,23,372,27.34782609,13.64150943,58.2173913,8.869565217,0,16.17391304,,,,,112,,,,,,,,,,,,6,,,,,,,,,,,,27.34782609,,,,,,,,,,,,13.64150943,,,,,,,,,,,,58.2173913,,,,,,,,,,,,8.869565217,,,,,,,,,,,,0,,,,,,,,,,,,16.17391304,,,,,,,
PVD-IAD,PVD,IAD,62,4,0,58,15,15,15,15,4,7.733333333,8.051724138,28.06666667,21.86666667,0,0.266666667,,,,,62,,,,,,,,,,,,4,,,,,,,,,,,,7.733333333,,,,,,,,,,,,8.051724138,,,,,,,,,,,,28.06666667,,,,,,,,,,,,21.86666667,,,,,,,,,,,,0,,,,,,,,,,,,0.266666667,,,,,,,
RDU-IAD,RDU,IAD,6,0,0,6,1,1,1,1,0,0,-0.833333333,13,4,0,0,,,,,6,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,-0.833333333,,,,,,,,,,,,13,,,,,,,,,,,,4,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
RDU-PHF,RDU,PHF,1,0,0,1,1,1,1,1,0,20,30,0,10,0,0,,,,,1,,,,,,,,,,,,0,,,,,,,,,,,,20,,,,,,,,,,,,30,,,,,,,,,,,,0,,,,,,,,,,,,10,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
RIC-ATL,RIC,ATL,310,0,0,310,40,40,40,40,680,19.1,2.387096774,28.05,25.425,0,17,,,,220,2,,,,,,,88,,,,0,0,,,,,,,0,,,,11.07407407,,,,,,,,35.76923077,,,,-0.004545455,-18.5,,,,,,,8.840909091,,,,33.92592593,,,,,,,,15.84615385,,,,29.33333333,,,,,,,,17.30769231,,,,0,,,,,,,,0,,,,13.96296296,,,,,,,,23.30769231
RIC-BOS,RIC,BOS,192,18,0,174,30,30,30,30,93,15.16666667,1.17816092,23.23333333,15.33333333,0,3.1,,,124,,68,,,,,,,,,,10,,8,,,,,,,,,,6.647058824,,26.30769231,,,,,,,,,,0.456140351,,2.55,,,,,,,,,,31.41176471,,12.53846154,,,,,,,,,,17.70588235,,12.23076923,,,,,,,,,,0,,0,,,,,,,,,,5.470588235,,0,,,,,,,
RIC-CAE,RIC,CAE,1,0,0,1,1,1,1,1,0,190,228,0,38,0,0,,,,,1,,,,,,,,,,,,0,,,,,,,,,,,,190,,,,,,,,,,,,228,,,,,,,,,,,,0,,,,,,,,,,,,38,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
RIC-CLT,RIC,CLT,110,3,0,107,20,20,20,20,446,6.65,6.38317757,15.55,18.7,0,22.3,,,,,,,,,,110,,,,,,,,,,,,3,,,,,,,,,,,,6.65,,,,,,,,,,,,6.38317757,,,,,,,,,,,,15.55,,,,,,,,,,,,18.7,,,,,,,,,,,,0,,,,,,,,,,,,22.3,,
RIC-DFW,RIC,DFW,63,1,0,62,9,9,9,9,215,7.555555556,-1.596774194,28.11111111,4.666666667,0,23.88888889,63,,,,,,,,,,,,1,,,,,,,,,,,,7.555555556,,,,,,,,,,,,-1.596774194,,,,,,,,,,,,28.11111111,,,,,,,,,,,,4.666666667,,,,,,,,,,,,0,,,,,,,,,,,,23.88888889,,,,,,,,,,,
